col_0,col_1,col_2,col_3,col_4
104240,450,4,104239,104241
104241,451,4,104240,104242
104242,60,4,104241,104243
104243,59,4,104242,104244
104244,291,4,104243,104245
104245,5001,4,104244,104246
104246,5002,4,104245,104247
104247,5003,4,104246,104248
104248,379,4,104247,104249
104249,380,4,104248,104250
104250,381,4,104249,104251
104251,215,4,104250,104252
104252,266,4,104251,104253
104253,267,4,104252,104254
104254,268,4,104253,104255
104255,430,4,104254,104256
104256,431,4,104255,104257
104257,432,4,104256,104258
104258,510,4,104257,104259
104259,511,4,104258,104260
104260,512,4,104259,104261
104261,297,4,104260,104262
104262,298,4,104261,104263
104263,299,4,104262,104264
104264,370,4,104263,104265
104265,371,4,104264,104266
104266,372,4,104265,104267
104267,426,4,104266,104268
104268,492,4,104267,104269
104269,493,4,104268,104270
104270,494,4,104269,104271
104271,335,4,104270,104272
104272,373,4,104271,104273
104273,374,4,104272,104274
104274,375,4,104273,104275
104275,363,4,104274,104276
104276,354,4,104275,104277
104277,383,4,104276,104278
104278,357,4,104277,105001
105001,10,5,104278,105002
105002,5,5,105001,105003
105003,24,5,105002,105004
105004,15,5,105003,105005
105005,18,5,105004,105006
105006,28,5,105005,105007
105007,29,5,105006,105008
105008,30,5,105007,105009
105009,21,5,105008,105010
105010,25,5,105009,105011
105011,26,5,105010,105012
105012,27,5,105011,105013
105013,31,5,105012,105014
105014,32,5,105013,105015
105015,33,5,105014,105016
105016,34,5,105015,105017
105017,35,5,105016,105018
105018,36,5,105017,105019
105019,37,5,105018,105020
105020,38,5,105019,105021
105021,39,5,105020,105022
105022,202,5,105021,105023
105023,203,5,105022,105024
105024,218,5,105023,105025
105025,207,5,105024,105026
105026,208,5,105025,105027
105027,219,5,105026,105028
105028,200,5,105027,105029
105029,201,5,105028,105030
105030,40,5,105029,105031
105031,41,5,105030,105032
105032,42,5,105031,105033
105033,209,5,105032,105034
105034,210,5,105033,105035
105035,250,5,105034,105036
105036,43,5,105035,105037
105037,44,5,105036,105038
105038,214,5,105037,105039
105039,45,5,105038,105040
105040,46,5,105039,105041
105041,47,5,105040,105042
105042,48,5,105041,105043
105043,281,5,105042,105044
105044,282,5,105043,105045
105045,283,5,105044,105046
105046,224,5,105045,105047
105047,225,5,105046,105048
105048,226,5,105047,105049
105049,227,5,105048,105050
105050,228,5,105049,105051
105051,229,5,105050,105052
105052,221,5,105051,105053
105053,222,5,105052,105054
105054,223,5,105053,105055
105055,103,5,105054,105056
105056,233,5,105055,105057
105057,234,5,105056,105058
105058,235,5,105057,105059
105059,257,5,105058,105060
105060,279,5,105059,105061
105061,280,5,105060,105062
105062,204,5,105061,105063
105063,205,5,105062,105064
105064,206,5,105063,105065
105065,100,5,105064,105066
105066,339,5,105065,105067
105067,340,5,105066,105068
105068,341,5,105067,105069
105069,410,5,105068,105070
105070,411,5,105069,105071
105071,412,5,105070,105072
105072,108,5,105071,105073
105073,420,5,105072,105074
105074,421,5,105073,105075
105075,422,5,105074,105076
105076,102,5,105075,105077
105077,329,5,105076,105078
105078,330,5,105077,105079
105079,331,5,105078,105080
105080,439,5,105079,105081
105081,440,5,105080,105082
105082,441,5,105081,105083
105083,469,5,105082,105084
105084,470,5,105083,105085
105085,471,5,105084,105086
105086,485,5,105085,105087
105087,486,5,105086,105088
105088,487,5,105087,105089
105089,498,5,105088,105090
105090,499,5,105089,105091
105091,500,5,105090,105092
105092,6,5,105091,105093
105093,7,5,105092,105094
105094,11,5,105093,105095
105095,12,5,105094,105096
105096,1,5,105095,105097
105097,2,5,105096,105098
105098,8,5,105097,105099
105099,9,5,105098,105100
105100,3,5,105099,105101
105101,4,5,105100,105102
105102,22,5,105101,105103
105103,23,5,105102,105104
105104,13,5,105103,105105
105105,14,5,105104,105106
105106,16,5,105105,105107
105107,17,5,105106,105108
105108,19,5,105107,105109
105109,20,5,105108,105110
105110,104,5,105109,105111
105111,107,5,105110,105112
105112,101,5,105111,105113
105113,255,5,105112,105114
105114,287,5,105113,105115
105115,259,5,105114,105116
105116,417,5,105115,105117
105117,418,5,105116,105118
105118,419,5,105117,105119
105119,276,5,105118,105120
105120,423,5,105119,105121
105121,424,5,105120,105122
105122,241,5,105121,105123
105123,316,5,105122,105124
105124,271,5,105123,105125
105125,319,5,105124,105126
105126,425,5,105125,105127
105127,479,5,105126,105128
105128,480,5,105127,105129
105129,481,5,105128,105130
105130,246,5,105129,105131
105131,292,5,105130,105132
105132,294,5,105131,105133
105133,295,5,105132,105134
105134,442,5,105133,105135
105135,443,5,105134,105136
105136,444,5,105135,105137
105137,472,5,105136,105138
105138,473,5,105137,105139
105139,474,5,105138,105140
105140,482,5,105139,105141
105141,483,5,105140,105142
105142,484,5,105141,105143
105143,495,5,105142,105144
105144,496,5,105143,105145
105145,497,5,105144,105146
105146,507,5,105145,105147
105147,508,5,105146,105148
105148,509,5,105147,105149
105149,458,5,105148,105150
105150,459,5,105149,105151
105151,460,5,105150,105152
105152,453,5,105151,105153
105153,454,5,105152,105154
105154,455,5,105153,105155
105155,489,5,105154,105156
105156,490,5,105155,105157
105157,491,5,105156,105158
105158,253,5,105157,105159
105159,254,5,105158,105160
105160,63,5,105159,105161
105161,64,5,105160,105162
105162,65,5,105161,105163
105163,305,5,105162,105164
105164,306,5,105163,105165
105165,307,5,105164,105166
105166,314,5,105165,105167
105167,315,5,105166,105168
105168,336,5,105167,105169
105169,337,5,105168,105170
105170,338,5,105169,105171
105171,317,5,105170,105172
105172,318,5,105171,105173
105173,269,5,105172,105174
105174,270,5,105173,105175
105175,288,5,105174,105176
105176,289,5,105175,105177
105177,290,5,105176,105178
105178,238,5,105177,105179
105179,249,5,105178,105180
105180,239,5,105179,105181
105181,248,5,105180,105182
105182,240,5,105181,105183
105183,247,5,105182,105184
105184,296,5,105183,105185
105185,397,5,105184,105186
105186,272,5,105185,105187
105187,274,5,105186,105188
105188,301,5,105187,105189
105189,285,5,105188,105190
105190,334,5,105189,105191
105191,242,5,105190,105192
105192,277,5,105191,105193
105193,344,5,105192,105194
105194,345,5,105193,105195
105195,256,5,105194,105196
105196,322,5,105195,105197
105197,427,5,105196,105198
105198,416,5,105197,105199
105199,429,5,105198,105200
105200,433,5,105199,105201
105201,465,5,105200,105202
105202,466,5,105201,105203
105203,457,5,105202,105204
105204,258,5,105203,105205
105205,275,5,105204,105206
105206,303,5,105205,105207
105207,358,5,105206,105208
105208,415,5,105207,105209
105209,355,5,105208,105210
105210,321,5,105209,105211
105211,325,5,105210,105212
105212,326,5,105211,105213
105213,413,5,105212,105214
105214,448,5,105213,105215
105215,449,5,105214,105216
105216,304,5,105215,105217
105217,252,5,105216,105218
105218,320,5,105217,105219
105219,308,5,105218,105220
105220,332,5,105219,105221
105221,251,5,105220,105222
105222,286,5,105221,105223
105223,310,5,105222,105224
105224,309,5,105223,105225
105225,311,5,105224,105226
105226,312,5,105225,105227
105227,313,5,105226,105228
105228,58,5,105227,105229
105229,333,5,105228,105230
105230,302,5,105229,105231
105231,456,5,105230,105232
105232,400,5,105231,105233
105233,501,5,105232,105234
105234,284,5,105233,105235
105235,230,5,105234,105236
105236,231,5,105235,105237
105237,232,5,105236,105238
105238,382,5,105237,105239
105239,356,5,105238,105240
105240,450,5,105239,105241
105241,451,5,105240,105242
105242,60,5,105241,105243
105243,59,5,105242,105244
105244,291,5,105243,105245
105245,5001,5,105244,105246
105246,5002,5,105245,105247
105247,5003,5,105246,105248
105248,379,5,105247,105249
105249,380,5,105248,105250
105250,381,5,105249,105251
105251,215,5,105250,105252
105252,266,5,105251,105253
105253,267,5,105252,105254
105254,268,5,105253,105255
105255,430,5,105254,105256
105256,431,5,105255,105257
105257,432,5,105256,105258
105258,510,5,105257,105259
105259,511,5,105258,105260
105260,512,5,105259,105261
105261,297,5,105260,105262
105262,298,5,105261,105263
105263,299,5,105262,105264
105264,370,5,105263,105265
105265,371,5,105264,105266
105266,372,5,105265,105267
105267,426,5,105266,105268
105268,492,5,105267,105269
105269,493,5,105268,105270
105270,494,5,105269,105271
105271,335,5,105270,105272
105272,373,5,105271,105273
105273,374,5,105272,105274
105274,375,5,105273,105275
105275,363,5,105274,105276
105276,354,5,105275,105277
105277,383,5,105276,105278
105278,357,5,105277,0
201001,10,1,0,201002
201002,5,1,201001,201003
201003,24,1,201002,201004
201004,15,1,201003,201005
201005,18,1,201004,201006
201006,28,1,201005,201007
201007,29,1,201006,201008
201008,30,1,201007,201009
201009,21,1,201008,201010
201010,25,1,201009,201011
201011,26,1,201010,201012
201012,27,1,201011,201013
201013,31,1,201012,201014
201014,32,1,201013,201015
201015,33,1,201014,201016
201016,34,1,201015,201017
201017,35,1,201016,201018
201018,36,1,201017,201019
201019,37,1,201018,201020
201020,38,1,201019,201021
201021,39,1,201020,201022
201022,40,1,201021,201023
201023,41,1,201022,201024
201024,42,1,201023,201025
201025,43,1,201024,201026
201026,44,1,201025,201027
201027,214,1,201026,201028
201028,45,1,201027,201029
201029,46,1,201028,201030
201030,47,1,201029,201031
201031,48,1,201030,201032
201032,204,1,201031,201033
201033,205,1,201032,201034
201034,206,1,201033,201035
201035,329,1,201034,201036
201036,330,1,201035,201037
201037,331,1,201036,201038
201038,439,1,201037,201039
201039,440,1,201038,201040
201040,441,1,201039,201041
201041,469,1,201040,201042
201042,470,1,201041,201043
201043,471,1,201042,201044
201044,485,1,201043,201045
201045,486,1,201044,201046
201046,487,1,201045,201047
201047,498,1,201046,201048
201048,499,1,201047,201049
201049,500,1,201048,201050
201050,6,1,201049,201051
201051,7,1,201050,201052
201052,11,1,201051,201053
201053,12,1,201052,201054
201054,1,1,201053,201055
201055,2,1,201054,201056
201056,8,1,201055,201057
201057,9,1,201056,201058
201058,3,1,201057,201059
201059,4,1,201058,201060
201060,22,1,201059,201061
201061,23,1,201060,201062
201062,13,1,201061,201063
201063,14,1,201062,201064
201064,16,1,201063,201065
201065,17,1,201064,201066
201066,19,1,201065,201067
201067,20,1,201066,201068
201068,417,1,201067,201069
201069,418,1,201068,201070
201070,419,1,201069,201071
201071,241,1,201070,201072
201072,246,1,201071,201073
201073,292,1,201072,201074
201074,294,1,201073,201075
201075,295,1,201074,201076
201076,442,1,201075,201077
201077,443,1,201076,201078
201078,444,1,201077,201079
201079,472,1,201078,201080
201080,473,1,201079,201081
201081,474,1,201080,201082
201082,482,1,201081,201083
201083,483,1,201082,201084
201084,484,1,201083,201085
201085,495,1,201084,201086
201086,496,1,201085,201087
201087,497,1,201086,201088
201088,507,1,201087,201089
201089,508,1,201088,201090
201090,509,1,201089,201091
201091,288,1,201090,201092
201092,289,1,201091,201093
201093,290,1,201092,201094
201094,238,1,201093,201095
201095,249,1,201094,201096
201096,239,1,201095,201097
201097,248,1,201096,201098
201098,240,1,201097,201099
201099,247,1,201098,201100
201100,296,1,201099,201101
201101,397,1,201100,201102
201102,272,1,201101,201103
201103,274,1,201102,201104
201104,301,1,201103,201105
201105,285,1,201104,201106
201106,334,1,201105,201107
201107,242,1,201106,201108
201108,277,1,201107,201109
201109,344,1,201108,201110
201110,345,1,201109,201111
201111,256,1,201110,201112
201112,322,1,201111,201113
201113,427,1,201112,201114
201114,416,1,201113,201115
201115,429,1,201114,201116
201116,433,1,201115,201117
201117,465,1,201116,201118
201118,466,1,201117,201119
201119,215,1,201118,201120
201120,266,1,201119,201121
201121,267,1,201120,201122
201122,268,1,201121,201123
201123,430,1,201122,201124
201124,431,1,201123,201125
201125,432,1,201124,201126
201126,510,1,201125,201127
201127,511,1,201126,201128
201128,512,1,201127,202001
202001,10,2,201128,202002
202002,5,2,202001,202003
202003,24,2,202002,202004
202004,15,2,202003,202005
202005,18,2,202004,202006
202006,28,2,202005,202007
202007,29,2,202006,202008
202008,30,2,202007,202009
202009,21,2,202008,202010
202010,25,2,202009,202011
202011,26,2,202010,202012
202012,27,2,202011,202013
202013,31,2,202012,202014
202014,32,2,202013,202015
202015,33,2,202014,202016
202016,34,2,202015,202017
202017,35,2,202016,202018
202018,36,2,202017,202019
202019,37,2,202018,202020
202020,38,2,202019,202021
202021,39,2,202020,202022
202022,40,2,202021,202023
202023,41,2,202022,202024
202024,42,2,202023,202025
202025,43,2,202024,202026
202026,44,2,202025,202027
202027,214,2,202026,202028
202028,45,2,202027,202029
202029,46,2,202028,202030
202030,47,2,202029,202031
202031,48,2,202030,202032
202032,204,2,202031,202033
202033,205,2,202032,202034
202034,206,2,202033,202035
202035,329,2,202034,202036
202036,330,2,202035,202037
202037,331,2,202036,202038
202038,439,2,202037,202039
202039,440,2,202038,202040
202040,441,2,202039,202041
202041,469,2,202040,202042
202042,470,2,202041,202043
202043,471,2,202042,202044
202044,485,2,202043,202045
202045,486,2,202044,202046
202046,487,2,202045,202047
202047,498,2,202046,202048
202048,499,2,202047,202049
202049,500,2,202048,202050
202050,6,2,202049,202051
202051,7,2,202050,202052
202052,11,2,202051,202053
202053,12,2,202052,202054
202054,1,2,202053,202055
202055,2,2,202054,202056
202056,8,2,202055,202057
202057,9,2,202056,202058
202058,3,2,202057,202059
202059,4,2,202058,202060
202060,22,2,202059,202061
202061,23,2,202060,202062
202062,13,2,202061,202063
202063,14,2,202062,202064
202064,16,2,202063,202065
202065,17,2,202064,202066
202066,19,2,202065,202067
202067,20,2,202066,202068
202068,417,2,202067,202069
202069,418,2,202068,202070
202070,419,2,202069,202071
202071,241,2,202070,202072
202072,246,2,202071,202073
202073,292,2,202072,202074
202074,294,2,202073,202075
202075,295,2,202074,202076
202076,442,2,202075,202077
202077,443,2,202076,202078
202078,444,2,202077,202079
202079,472,2,202078,202080
202080,473,2,202079,202081
202081,474,2,202080,202082
202082,482,2,202081,202083
202083,483,2,202082,202084
202084,484,2,202083,202085
202085,495,2,202084,202086
202086,496,2,202085,202087
202087,497,2,202086,202088
202088,507,2,202087,202089
202089,508,2,202088,202090
202090,509,2,202089,202091
202091,288,2,202090,202092
202092,289,2,202091,202093
202093,290,2,202092,202094
202094,238,2,202093,202095
202095,249,2,202094,202096
202096,239,2,202095,202097
202097,248,2,202096,202098
202098,240,2,202097,202099
202099,247,2,202098,202100
202100,296,2,202099,202101
202101,397,2,202100,202102
202102,272,2,202101,202103
202103,274,2,202102,202104
202104,301,2,202103,202105
202105,285,2,202104,202106
202106,334,2,202105,202107
202107,242,2,202106,202108
202108,277,2,202107,202109
202109,344,2,202108,202110
202110,345,2,202109,202111
202111,256,2,202110,202112
202112,322,2,202111,202113
202113,427,2,202112,202114
202114,416,2,202113,202115
202115,429,2,202114,202116
202116,433,2,202115,202117
202117,465,2,202116,202118
202118,466,2,202117,202119
202119,215,2,202118,202120
202120,266,2,202119,202121
202121,267,2,202120,202122
202122,268,2,202121,202123
202123,430,2,202122,202124
202124,431,2,202123,202125
202125,432,2,202124,202126
202126,510,2,202125,202127
202127,511,2,202126,202128
202128,512,2,202127,203001
203001,10,3,202128,203002
203002,5,3,203001,203003
203003,24,3,203002,203004
203004,15,3,203003,203005
203005,18,3,203004,203006
203006,28,3,203005,203007
203007,29,3,203006,203008
203008,30,3,203007,203009
203009,21,3,203008,203010
203010,25,3,203009,203011
203011,26,3,203010,203012
203012,27,3,203011,203013
203013,31,3,203012,203014
203014,32,3,203013,203015
203015,33,3,203014,203016
203016,34,3,203015,203017
203017,35,3,203016,203018
203018,36,3,203017,203019
203019,37,3,203018,203020
203020,38,3,203019,203021
203021,39,3,203020,203022
203022,40,3,203021,203023
203023,41,3,203022,203024
203024,42,3,203023,203025
203025,43,3,203024,203026
203026,44,3,203025,203027
203027,214,3,203026,203028
203028,45,3,203027,203029
203029,46,3,203028,203030
203030,47,3,203029,203031
203031,48,3,203030,203032
203032,204,3,203031,203033
203033,205,3,203032,203034
203034,206,3,203033,203035
203035,329,3,203034,203036
203036,330,3,203035,203037
203037,331,3,203036,203038
203038,439,3,203037,203039
203039,440,3,203038,203040
203040,441,3,203039,203041
203041,469,3,203040,203042
203042,470,3,203041,203043
203043,471,3,203042,203044
203044,485,3,203043,203045
203045,486,3,203044,203046
203046,487,3,203045,203047
203047,498,3,203046,203048
203048,499,3,203047,203049
203049,500,3,203048,203050
203050,6,3,203049,203051
203051,7,3,203050,203052
203052,11,3,203051,203053
203053,12,3,203052,203054
203054,1,3,203053,203055
203055,2,3,203054,203056
203056,8,3,203055,203057
203057,9,3,203056,203058
203058,3,3,203057,203059
203059,4,3,203058,203060
203060,22,3,203059,203061
203061,23,3,203060,203062
203062,13,3,203061,203063
203063,14,3,203062,203064
203064,16,3,203063,203065
203065,17,3,203064,203066
203066,19,3,203065,203067
203067,20,3,203066,203068
203068,417,3,203067,203069
203069,418,3,203068,203070
203070,419,3,203069,203071
203071,241,3,203070,203072
203072,246,3,203071,203073
203073,292,3,203072,203074
203074,294,3,203073,203075
203075,295,3,203074,203076
203076,442,3,203075,203077
203077,443,3,203076,203078
203078,444,3,203077,203079
203079,472,3,203078,203080
203080,473,3,203079,203081
203081,474,3,203080,203082
203082,482,3,203081,203083
203083,483,3,203082,203084
203084,484,3,203083,203085
203085,495,3,203084,203086
203086,496,3,203085,203087
203087,497,3,203086,203088
203088,507,3,203087,203089
203089,508,3,203088,203090
203090,509,3,203089,203091
203091,288,3,203090,203092
203092,289,3,203091,203093
203093,290,3,203092,203094
203094,238,3,203093,203095
203095,249,3,203094,203096
203096,239,3,203095,203097
203097,248,3,203096,203098
203098,240,3,203097,203099
203099,247,3,203098,203100
203100,296,3,203099,203101
203101,397,3,203100,203102
203102,272,3,203101,203103
203103,274,3,203102,203104
203104,301,3,203103,203105
203105,285,3,203104,203106
203106,334,3,203105,203107
203107,242,3,203106,203108
203108,277,3,203107,203109
203109,344,3,203108,203110
203110,345,3,203109,203111
203111,256,3,203110,203112
203112,322,3,203111,203113
203113,427,3,203112,203114
203114,416,3,203113,203115
203115,429,3,203114,203116
203116,433,3,203115,203117
203117,465,3,203116,203118
203118,466,3,203117,203119
203119,215,3,203118,203120
203120,266,3,203119,203121
203121,267,3,203120,203122
203122,268,3,203121,203123
203123,430,3,203122,203124
203124,431,3,203123,203125
203125,432,3,203124,203126
203126,510,3,203125,203127
203127,511,3,203126,203128
203128,512,3,203127,204001
204001,10,4,203128,204002
204002,5,4,204001,204003
204003,24,4,204002,204004
204004,15,4,204003,204005
204005,18,4,204004,204006
204006,28,4,204005,204007
204007,29,4,204006,204008
204008,30,4,204007,204009
204009,21,4,204008,204010
204010,25,4,204009,204011
204011,26,4,204010,204012
204012,27,4,204011,204013
204013,31,4,204012,204014
204014,32,4,204013,204015
204015,33,4,204014,204016
204016,34,4,204015,204017
204017,35,4,204016,204018
204018,36,4,204017,204019
204019,37,4,204018,204020
204020,38,4,204019,204021
204021,39,4,204020,204022
204022,40,4,204021,204023
204023,41,4,204022,204024
204024,42,4,204023,204025
204025,43,4,204024,204026
204026,44,4,204025,204027
204027,214,4,204026,204028
204028,45,4,204027,204029
204029,46,4,204028,204030
204030,47,4,204029,204031
204031,48,4,204030,204032
204032,204,4,204031,204033
204033,205,4,204032,204034
204034,206,4,204033,204035
204035,329,4,204034,204036
204036,330,4,204035,204037
204037,331,4,204036,204038
204038,439,4,204037,204039
204039,440,4,204038,204040
204040,441,4,204039,204041
204041,469,4,204040,204042
204042,470,4,204041,204043
204043,471,4,204042,204044
204044,485,4,204043,204045
204045,486,4,204044,204046
204046,487,4,204045,204047
204047,498,4,204046,204048
204048,499,4,204047,204049
204049,500,4,204048,204050
204050,6,4,204049,204051
204051,7,4,204050,204052
204052,11,4,204051,204053
204053,12,4,204052,204054
204054,1,4,204053,204055
204055,2,4,204054,204056
204056,8,4,204055,204057
204057,9,4,204056,204058
204058,3,4,204057,204059
204059,4,4,204058,204060
204060,22,4,204059,204061
204061,23,4,204060,204062
204062,13,4,204061,204063
204063,14,4,204062,204064
204064,16,4,204063,204065
204065,17,4,204064,204066
204066,19,4,204065,204067
204067,20,4,204066,204068
204068,417,4,204067,204069
204069,418,4,204068,204070
204070,419,4,204069,204071
204071,241,4,204070,204072
204072,246,4,204071,204073
204073,292,4,204072,204074
204074,294,4,204073,204075
204075,295,4,204074,204076
204076,442,4,204075,204077
204077,443,4,204076,204078
204078,444,4,204077,204079
204079,472,4,204078,204080
204080,473,4,204079,204081
204081,474,4,204080,204082
204082,482,4,204081,204083
204083,483,4,204082,204084
204084,484,4,204083,204085
204085,495,4,204084,204086
204086,496,4,204085,204087
204087,497,4,204086,204088
204088,507,4,204087,204089
204089,508,4,204088,204090
204090,509,4,204089,204091
204091,288,4,204090,204092
204092,289,4,204091,204093
204093,290,4,204092,204094
204094,238,4,204093,204095
204095,249,4,204094,204096
204096,239,4,204095,204097
204097,248,4,204096,204098
204098,240,4,204097,204099
204099,247,4,204098,204100
204100,296,4,204099,204101
204101,397,4,204100,204102
204102,272,4,204101,204103
204103,274,4,204102,204104
204104,301,4,204103,204105
204105,285,4,204104,204106
204106,334,4,204105,204107
204107,242,4,204106,204108
204108,277,4,204107,204109
204109,344,4,204108,204110
204110,345,4,204109,204111
204111,256,4,204110,204112
204112,322,4,204111,204113
204113,427,4,204112,204114
204114,416,4,204113,204115
204115,429,4,204114,204116
204116,433,4,204115,204117
204117,465,4,204116,204118
204118,466,4,204117,204119
204119,215,4,204118,204120
204120,266,4,204119,204121
204121,267,4,204120,204122
204122,268,4,204121,204123
204123,430,4,204122,204124
204124,431,4,204123,204125
204125,432,4,204124,204126
204126,510,4,204125,204127
204127,511,4,204126,204128
204128,512,4,204127,205001
205001,10,5,204128,205002
205002,5,5,205001,205003
205003,24,5,205002,205004
205004,15,5,205003,205005
205005,18,5,205004,205006
205006,28,5,205005,205007
205007,29,5,205006,205008
205008,30,5,205007,205009
205009,21,5,205008,205010
205010,25,5,205009,205011
205011,26,5,205010,205012
205012,27,5,205011,205013
205013,31,5,205012,205014
205014,32,5,205013,205015
205015,33,5,205014,205016
205016,34,5,205015,205017
205017,35,5,205016,205018
205018,36,5,205017,205019
205019,37,5,205018,205020
205020,38,5,205019,205021
205021,39,5,205020,205022
205022,40,5,205021,205023
205023,41,5,205022,205024
205024,42,5,205023,205025
205025,43,5,205024,205026
205026,44,5,205025,205027
205027,214,5,205026,205028
205028,45,5,205027,205029
205029,46,5,205028,205030
205030,47,5,205029,205031
205031,48,5,205030,205032
205032,204,5,205031,205033
205033,205,5,205032,205034
205034,206,5,205033,205035
205035,329,5,205034,205036
205036,330,5,205035,205037
205037,331,5,205036,205038
205038,439,5,205037,205039
205039,440,5,205038,205040
205040,441,5,205039,205041
205041,469,5,205040,205042
205042,470,5,205041,205043
205043,471,5,205042,205044
205044,485,5,205043,205045
205045,486,5,205044,205046
205046,487,5,205045,205047
205047,498,5,205046,205048
205048,499,5,205047,205049
205049,500,5,205048,205050
205050,6,5,205049,205051
205051,7,5,205050,205052
205052,11,5,205051,205053
205053,12,5,205052,205054
205054,1,5,205053,205055
205055,2,5,205054,205056
205056,8,5,205055,205057
205057,9,5,205056,205058
205058,3,5,205057,205059
205059,4,5,205058,205060
205060,22,5,205059,205061
205061,23,5,205060,205062
205062,13,5,205061,205063
205063,14,5,205062,205064
205064,16,5,205063,205065
205065,17,5,205064,205066
205066,19,5,205065,205067
205067,20,5,205066,205068
205068,417,5,205067,205069
205069,418,5,205068,205070
205070,419,5,205069,205071
205071,241,5,205070,205072
205072,246,5,205071,205073
205073,292,5,205072,205074
205074,294,5,205073,205075
205075,295,5,205074,205076
205076,442,5,205075,205077
205077,443,5,205076,205078
205078,444,5,205077,205079
205079,472,5,205078,205080
205080,473,5,205079,205081
205081,474,5,205080,205082
205082,482,5,205081,205083
205083,483,5,205082,205084
205084,484,5,205083,205085
205085,495,5,205084,205086
205086,496,5,205085,205087
205087,497,5,205086,205088
205088,507,5,205087,205089
205089,508,5,205088,205090
205090,509,5,205089,205091
205091,288,5,205090,205092
205092,289,5,205091,205093
205093,290,5,205092,205094
205094,238,5,205093,205095
205095,249,5,205094,205096
205096,239,5,205095,205097
205097,248,5,205096,205098
205098,240,5,205097,205099
205099,247,5,205098,205100
205100,296,5,205099,205101
205101,397,5,205100,205102
205102,272,5,205101,205103
205103,274,5,205102,205104
205104,301,5,205103,205105
205105,285,5,205104,205106
205106,334,5,205105,205107
205107,242,5,205106,205108
205108,277,5,205107,205109
205109,344,5,205108,205110
205110,345,5,205109,205111
205111,256,5,205110,205112
205112,322,5,205111,205113
205113,427,5,205112,205114
205114,416,5,205113,205115
205115,429,5,205114,205116
205116,433,5,205115,205117
205117,465,5,205116,205118
205118,466,5,205117,205119
205119,215,5,205118,205120
205120,266,5,205119,205121
205121,267,5,205120,205122
205122,268,5,205121,205123
205123,430,5,205122,205124
205124,431,5,205123,205125
205125,432,5,205124,205126
205126,510,5,205125,205127
205127,511,5,205126,205128
205128,512,5,205127,0
301001,209,1,0,301002
301002,210,1,301001,301003
301003,250,1,301002,301004
301004,224,1,301003,301005
301005,225,1,301004,301006
301006,226,1,301005,301007
301007,259,1,301006,301008
301008,275,1,301007,301009
301009,303,1,301008,301010
301010,453,1,301009,301011
301011,454,1,301010,301012
301012,455,1,301011,301013
301013,489,1,301012,301014
301014,490,1,301013,301015
301015,491,1,301014,301016
301016,258,1,301015,301017
301017,358,1,301016,301018
301018,415,1,301017,301019
301019,355,1,301018,301020
301020,321,1,301019,301021
301021,325,1,301020,301022
301022,326,1,301021,301023
301023,413,1,301022,301024
301024,448,1,301023,301025
301025,449,1,301024,301026
301026,304,1,301025,301027
301027,297,1,301026,301028
301028,298,1,301027,301029
301029,299,1,301028,302001
302001,209,2,301029,302002
302002,210,2,302001,302003
302003,250,2,302002,302004
302004,224,2,302003,302005
302005,225,2,302004,302006
302006,226,2,302005,302007
302007,259,2,302006,302008
302008,275,2,302007,302009
302009,303,2,302008,302010
302010,453,2,302009,302011
302011,454,2,302010,302012
302012,455,2,302011,302013
302013,489,2,302012,302014
302014,490,2,302013,302015
302015,491,2,302014,302016
302016,258,2,302015,302017
302017,358,2,302016,302018
302018,415,2,302017,302019
302019,355,2,302018,302020
302020,321,2,302019,302021
302021,325,2,302020,302022
302022,326,2,302021,302023
302023,413,2,302022,302024
302024,448,2,302023,302025
302025,449,2,302024,302026
302026,304,2,302025,302027
302027,297,2,302026,302028
302028,298,2,302027,302029
302029,299,2,302028,303001
303001,209,3,302029,303002
303002,210,3,303001,303003
303003,250,3,303002,303004
303004,224,3,303003,303005
303005,225,3,303004,303006
303006,226,3,303005,303007
303007,259,3,303006,303008
303008,275,3,303007,303009
303009,303,3,303008,303010
303010,453,3,303009,303011
303011,454,3,303010,303012
303012,455,3,303011,303013
303013,489,3,303012,303014
303014,490,3,303013,303015
303015,491,3,303014,303016
303016,258,3,303015,303017
303017,358,3,303016,303018
303018,415,3,303017,303019
303019,355,3,303018,303020
303020,321,3,303019,303021
303021,325,3,303020,303022
303022,326,3,303021,303023
303023,413,3,303022,303024
303024,448,3,303023,303025
303025,449,3,303024,303026
303026,304,3,303025,303027
303027,297,3,303026,303028
303028,298,3,303027,303029
303029,299,3,303028,304001
304001,209,4,303029,304002
304002,210,4,304001,304003
304003,250,4,304002,304004
304004,224,4,304003,304005
304005,225,4,304004,304006
304006,226,4,304005,304007
304007,259,4,304006,304008
304008,275,4,304007,304009
304009,303,4,304008,304010
304010,453,4,304009,304011
304011,454,4,304010,304012
304012,455,4,304011,304013
304013,489,4,304012,304014
304014,490,4,304013,304015
304015,491,4,304014,304016
304016,258,4,304015,304017
304017,358,4,304016,304018
304018,415,4,304017,304019
304019,355,4,304018,304020
304020,321,4,304019,304021
304021,325,4,304020,304022
304022,326,4,304021,304023
304023,413,4,304022,304024
304024,448,4,304023,304025
304025,449,4,304024,304026
304026,304,4,304025,304027
304027,297,4,304026,304028
304028,298,4,304027,304029
304029,299,4,304028,305001
305001,209,5,304029,305002
305002,210,5,305001,305003
