col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8
447,THSR 700T货运型*32,THSR 700T货运型*32,8320,1,1,13,1,447
448,THSR 700T客货型*32,THSR 700T客货型*32,8320,1,1,13,1,448
449,2019中秋涂装客运型*32,2019中秋涂装客运型*32,8320,1,1,13,1,449
450,2019中秋涂装货运型*32,2019中秋涂装货运型*32,8320,1,1,13,1,450
451,2019中秋涂装客货型*32,2019中秋涂装客货型*32,8320,1,1,13,1,451
452,2019万圣节涂装客运型*32,2019万圣节涂装客运型*32,8320,1,1,13,1,452
453,2019万圣节涂装货运型*32,2019万圣节涂装货运型*32,8320,1,1,13,1,453
454,2019万圣节涂装客货型*32,2019万圣节涂装客货型*32,8320,1,1,13,1,454
455,2020鼠年涂装客运型*32,2020鼠年涂装客运型*32,8960,1,1,13,1,455
456,2020鼠年涂装货运型*32,2020鼠年涂装货运型*32,8960,1,1,13,1,456
457,2020鼠年涂装客货型*32,2020鼠年涂装客货型*32,8960,1,1,13,1,457
458,10000点券,10000点券,1290,1,1,13,1,458
459,20000点券,20000点券,2580,1,1,13,1,459
460,30000点券,30000点券,3870,1,1,13,1,460
461,10000红宝石,10000红宝石,2500,1,1,13,1,461
462,20000红宝石,20000红宝石,5000,1,1,13,1,462
463,30000红宝石,30000红宝石,7500,1,1,13,1,463
464,2019八一涂装客运型*32,2019八一涂装客运型*32,9600,1,1,13,1,464
465,2019八一涂装货运型*32,2019八一涂装货运型*32,9600,1,1,13,1,465
466,2019八一涂装客货型*32,2019八一涂装客货型*32,9600,1,1,13,1,466
467,E655皇室专列客运型*32,E655皇室专列客运型*32,9600,1,1,13,1,467
468,E655皇室专列货运型*32,E655皇室专列货运型*32,9600,1,1,13,1,468
469,E655皇室专列客货型*32,E655皇室专列客货型*32,9600,1,1,13,1,469
470,THSR 700T客运型*32,THSR 700T客运型*32,10400,1,1,13,1,470
471,THSR 700T货运型*32,THSR 700T货运型*32,10400,1,1,13,1,471
472,THSR 700T客货型*32,THSR 700T客货型*32,10400,1,1,13,1,472
473,2019中秋涂装客运型*32,2019中秋涂装客运型*32,10400,1,1,13,1,473
474,2019中秋涂装货运型*32,2019中秋涂装货运型*32,10400,1,1,13,1,474
475,2019中秋涂装客货型*32,2019中秋涂装客货型*32,10400,1,1,13,1,475
476,2019万圣节涂装客运型*32,2019万圣节涂装客运型*32,10400,1,1,13,1,476
477,2019万圣节涂装货运型*32,2019万圣节涂装货运型*32,10400,1,1,13,1,477
478,2019万圣节涂装客货型*32,2019万圣节涂装客货型*32,10400,1,1,13,1,478
479,2020鼠年涂装客运型*32,2020鼠年涂装客运型*32,11200,1,1,13,1,479
480,2020鼠年涂装货运型*32,2020鼠年涂装货运型*32,11200,1,1,13,1,480
481,2020鼠年涂装客货型*32,2020鼠年涂装客货型*32,11200,1,1,13,1,481
482,JR九州某列车客运型,JR九州某列车客运型,400,1,64,1,1,482
483,JR九州某列车货运型,JR九州某列车货运型,400,1,64,1,1,483
484,JR九州某列车客货型,JR九州某列车客货型,400,1,64,1,1,484
485,2019国庆涂装客运型*32,2019国庆涂装客运型*32,24000,1,1,12,1,485
486,2019国庆涂装货运型*32,2019国庆涂装货运型*32,24000,1,1,12,1,486
487,2019国庆涂装客货型*32,2019国庆涂装客货型*32,24000,1,1,12,1,487
488,四季岛号客运型*32,四季岛号客运型*32,33600,1,1,12,1,488
489,四季岛号货运型*32,四季岛号货运型*32,33600,1,1,12,1,489
490,四季岛号客货型*32,四季岛号客货型*32,33600,1,1,12,1,490
491,2019国庆涂装客运型*32,2019国庆涂装客运型*32,2400,1,1,13,1,491
492,2019国庆涂装货运型*32,2019国庆涂装货运型*32,2400,1,1,13,1,492
493,2019国庆涂装客货型*32,2019国庆涂装客货型*32,2400,1,1,13,1,493
494,四季岛号客运型*32,四季岛号客运型*32,3360,1,1,13,1,494
495,四季岛号货运型*32,四季岛号货运型*32,3360,1,1,13,1,495
496,四季岛号客货型*32,四季岛号客货型*32,3360,1,1,13,1,496
497,2019国庆涂装客运型*32,2019国庆涂装客运型*32,4800,1,1,13,1,497
498,2019国庆涂装货运型*32,2019国庆涂装货运型*32,4800,1,1,13,1,498
499,2019国庆涂装客货型*32,2019国庆涂装客货型*32,4800,1,1,13,1,499
500,四季岛号客运型*32,四季岛号客运型*32,6720,1,1,13,1,500
501,四季岛号货运型*32,四季岛号货运型*32,6720,1,1,13,1,501
502,四季岛号客货型*32,四季岛号客货型*32,6720,1,1,13,1,502
503,2019国庆涂装客运型*32,2019国庆涂装客运型*32,7200,1,1,13,1,503
504,2019国庆涂装货运型*32,2019国庆涂装货运型*32,7200,1,1,13,1,504
505,2019国庆涂装客货型*32,2019国庆涂装客货型*32,7200,1,1,13,1,505
506,四季岛号客运型*32,四季岛号客运型*32,10080,1,1,13,1,506
507,四季岛号货运型*32,四季岛号货运型*32,10080,1,1,13,1,507
508,四季岛号客货型*32,四季岛号客货型*32,10080,1,1,13,1,508
509,2019国庆涂装客运型*32,2019国庆涂装客运型*32,9600,1,1,13,1,509
510,2019国庆涂装货运型*32,2019国庆涂装货运型*32,9600,1,1,13,1,510
511,2019国庆涂装客货型*32,2019国庆涂装客货型*32,9600,1,1,13,1,511
512,四季岛号客运型*32,四季岛号客运型*32,13440,1,1,13,1,512
513,四季岛号货运型*32,四季岛号货运型*32,13440,1,1,13,1,513
514,四季岛号客货型*32,四季岛号客货型*32,13440,1,1,13,1,514
515,2019国庆涂装客运型*32,2019国庆涂装客运型*32,12000,1,1,13,1,515
516,2019国庆涂装货运型*32,2019国庆涂装货运型*32,12000,1,1,13,1,516
517,2019国庆涂装客货型*32,2019国庆涂装客货型*32,12000,1,1,13,1,517
518,四季岛号客运型*32,四季岛号客运型*32,16800,1,1,13,1,518
519,四季岛号货运型*32,四季岛号货运型*32,16800,1,1,13,1,519
520,四季岛号客货型*32,四季岛号客货型*32,16800,1,1,13,1,520
521,CR300BF蓝色涂装客运型,CR300BF蓝色涂装客运型,700,1,64,1,1,521
522,CR300BF蓝色涂装货运型,CR300BF蓝色涂装货运型,700,1,64,1,1,522
523,CR300BF蓝色涂装客货型,CR300BF蓝色涂装客货型,700,1,64,1,1,523
524,CRH2-043A动车组涂装客运型,CRH2-043A动车组涂装客运型,400,1,64,1,1,524
525,CRH2-043A动车组涂装货运型,CRH2-043A动车组涂装货运型,400,1,64,1,1,525
526,CRH2-043A动车组涂装客货型,CRH2-043A动车组涂装客货型,400,1,64,1,1,526
527,2020端午节涂装客运型,2020端午节涂装客运型,500,1,64,1,1,527
528,2020端午节涂装货运型,2020端午节涂装货运型,500,1,64,1,1,528
529,2020端午节涂装客货型,2020端午节涂装客货型,500,1,64,1,1,529
530,E353系超级梓号客运型,E353系超级梓号客运型,500,1,64,1,1,530
531,E353系超级梓号货运型,E353系超级梓号货运型,500,1,64,1,1,531
532,E353系超级梓号客货型,E353系超级梓号客货型,500,1,64,1,1,532
533,九州七星号客运型,九州七星号客运型,500,1,64,1,1,533
534,九州七星号货运型,九州七星号货运型,500,1,64,1,1,534
535,九州七星号客货型,九州七星号客货型,500,1,64,1,1,535
536,熊猫空铁客运型*32,熊猫空铁客运型*32,22400,1,1,12,1,536
537,熊猫空铁货运型*32,熊猫空铁货运型*32,22400,1,1,12,1,537
538,熊猫空铁客货型*32,熊猫空铁客货型*32,22400,1,1,12,1,538
539,熊猫空铁客运型*32,熊猫空铁客运型*32,2240,1,1,13,1,539
540,熊猫空铁货运型*32,熊猫空铁货运型*32,2240,1,1,13,1,540
541,熊猫空铁客货型*32,熊猫空铁客货型*32,2240,1,1,13,1,541
542,熊猫空铁客运型*32,熊猫空铁客运型*32,4480,1,1,13,1,542
543,熊猫空铁货运型*32,熊猫空铁货运型*32,4480,1,1,13,1,543
544,熊猫空铁客货型*32,熊猫空铁客货型*32,4480,1,1,13,1,544
545,熊猫空铁客运型*32,熊猫空铁客运型*32,6720,1,1,13,1,545
546,熊猫空铁货运型*32,熊猫空铁货运型*32,6720,1,1,13,1,546
547,熊猫空铁客货型*32,熊猫空铁客货型*32,6720,1,1,13,1,547
548,熊猫空铁客运型*32,熊猫空铁客运型*32,8960,1,1,13,1,548
549,熊猫空铁货运型*32,熊猫空铁货运型*32,8960,1,1,13,1,549
550,熊猫空铁客货型*32,熊猫空铁客货型*32,8960,1,1,13,1,550
551,熊猫空铁客运型*32,熊猫空铁客运型*32,11200,1,1,13,1,551
552,熊猫空铁货运型*32,熊猫空铁货运型*32,11200,1,1,13,1,552
553,熊猫空铁客货型*32,熊猫空铁客货型*32,11200,1,1,13,1,553
554,JR九州某列车客运型*32,JR九州某列车客运型*32,22400,1,1,12,1,554
555,JR九州某列车货运型*32,JR九州某列车货运型*32,22400,1,1,12,1,555
556,JR九州某列车客货型*32,JR九州某列车客货型*32,22400,1,1,12,1,556
557,JR九州某列车客运型*32,JR九州某列车客运型*32,2240,1,1,13,1,557
558,JR九州某列车货运型*32,JR九州某列车货运型*32,2240,1,1,13,1,558
559,JR九州某列车客货型*32,JR九州某列车客货型*32,2240,1,1,13,1,559
560,JR九州某列车客运型*32,JR九州某列车客运型*32,4480,1,1,13,1,560
561,JR九州某列车货运型*32,JR九州某列车货运型*32,4480,1,1,13,1,561
562,JR九州某列车客货型*32,JR九州某列车客货型*32,4480,1,1,13,1,562
563,JR九州某列车客运型*32,JR九州某列车客运型*32,6720,1,1,13,1,563
564,JR九州某列车货运型*32,JR九州某列车货运型*32,6720,1,1,13,1,564
565,JR九州某列车客货型*32,JR九州某列车客货型*32,6720,1,1,13,1,565
566,JR九州某列车客运型*32,JR九州某列车客运型*32,8960,1,1,13,1,566
567,JR九州某列车货运型*32,JR九州某列车货运型*32,8960,1,1,13,1,567
568,JR九州某列车客货型*32,JR九州某列车客货型*32,8960,1,1,13,1,568
569,JR九州某列车客运型*32,JR九州某列车客运型*32,11200,1,1,13,1,569
570,JR九州某列车货运型*32,JR九州某列车货运型*32,11200,1,1,13,1,570
571,JR九州某列车客货型*32,JR九州某列车客货型*32,11200,1,1,13,1,571
572,2020五一涂装客运型*32,2020五一涂装客运型*32,22400,1,1,12,1,572
573,2020五一涂装货运型*32,2020五一涂装货运型*32,22400,1,1,12,1,573
574,2020五一涂装客货型*32,2020五一涂装客货型*32,22400,1,1,12,1,574
575,2020五一涂装客运型*32,2020五一涂装客运型*32,2240,1,1,13,1,575
576,2020五一涂装货运型*32,2020五一涂装货运型*32,2240,1,1,13,1,576
577,2020五一涂装客货型*32,2020五一涂装客货型*32,2240,1,1,13,1,577
578,2020五一涂装客运型*32,2020五一涂装客运型*32,4480,1,1,13,1,578
579,2020五一涂装货运型*32,2020五一涂装货运型*32,4480,1,1,13,1,579
580,2020五一涂装客货型*32,2020五一涂装客货型*32,4480,1,1,13,1,580
581,2020五一涂装客运型*32,2020五一涂装客运型*32,6720,1,1,13,1,581
582,2020五一涂装货运型*32,2020五一涂装货运型*32,6720,1,1,13,1,582
583,2020五一涂装客货型*32,2020五一涂装客货型*32,6720,1,1,13,1,583
584,2020五一涂装客运型*32,2020五一涂装客运型*32,8960,1,1,13,1,584
585,2020五一涂装货运型*32,2020五一涂装货运型*32,8960,1,1,13,1,585
586,2020五一涂装客货型*32,2020五一涂装客货型*32,8960,1,1,13,1,586
587,2020五一涂装客运型*32,2020五一涂装客运型*32,11200,1,1,13,1,587
588,2020五一涂装货运型*32,2020五一涂装货运型*32,11200,1,1,13,1,588
589,2020五一涂装客货型*32,2020五一涂装客货型*32,11200,1,1,13,1,589
590,CR300BF蓝色涂装客运型*32,CR300BF蓝色涂装客运型*32,33600,1,1,12,1,590
591,CR300BF蓝色涂装货运型*32,CR300BF蓝色涂装货运型*32,33600,1,1,12,1,591
592,CR300BF蓝色涂装客货型*32,CR300BF蓝色涂装客货型*32,33600,1,1,12,1,592
593,CR300BF蓝色涂装客运型*32,CR300BF蓝色涂装客运型*32,3360,1,1,13,1,593
594,CR300BF蓝色涂装货运型*32,CR300BF蓝色涂装货运型*32,3360,1,1,13,1,594
595,CR300BF蓝色涂装客货型*32,CR300BF蓝色涂装客货型*32,3360,1,1,13,1,595
596,CR300BF蓝色涂装客运型*32,CR300BF蓝色涂装客运型*32,6720,1,1,13,1,596
597,CR300BF蓝色涂装货运型*32,CR300BF蓝色涂装货运型*32,6720,1,1,13,1,597
598,CR300BF蓝色涂装客货型*32,CR300BF蓝色涂装客货型*32,6720,1,1,13,1,598
599,CR300BF蓝色涂装客运型*32,CR300BF蓝色涂装客运型*32,10080,1,1,13,1,599
600,CR300BF蓝色涂装货运型*32,CR300BF蓝色涂装货运型*32,10080,1,1,13,1,600
601,CR300BF蓝色涂装客货型*32,CR300BF蓝色涂装客货型*32,10080,1,1,13,1,601
602,CR300BF蓝色涂装客运型*32,CR300BF蓝色涂装客运型*32,13440,1,1,13,1,602
603,CR300BF蓝色涂装货运型*32,CR300BF蓝色涂装货运型*32,13440,1,1,13,1,603
604,CR300BF蓝色涂装客货型*32,CR300BF蓝色涂装客货型*32,13440,1,1,13,1,604
605,CR300BF蓝色涂装客运型*32,CR300BF蓝色涂装客运型*32,16800,1,1,13,1,605
606,CR300BF蓝色涂装货运型*32,CR300BF蓝色涂装货运型*32,16800,1,1,13,1,606
607,CR300BF蓝色涂装客货型*32,CR300BF蓝色涂装客货型*32,16800,1,1,13,1,607
608,CRH2-043A动车组涂装客运型*32,CRH2-043A动车组涂装客运型*32,24000,1,1,12,1,608
609,CRH2-043A动车组涂装货运型*32,CRH2-043A动车组涂装货运型*32,24000,1,1,12,1,609
610,CRH2-043A动车组涂装客货型*32,CRH2-043A动车组涂装客货型*32,24000,1,1,12,1,610
611,CRH2-043A动车组涂装客运型*32,CRH2-043A动车组涂装客运型*32,2400,1,1,13,1,611
612,CRH2-043A动车组涂装货运型*32,CRH2-043A动车组涂装货运型*32,2400,1,1,13,1,612
613,CRH2-043A动车组涂装客货型*32,CRH2-043A动车组涂装客货型*32,2400,1,1,13,1,613
614,CRH2-043A动车组涂装客运型*32,CRH2-043A动车组涂装客运型*32,4800,1,1,13,1,614
615,CRH2-043A动车组涂装货运型*32,CRH2-043A动车组涂装货运型*32,4800,1,1,13,1,615
616,CRH2-043A动车组涂装客货型*32,CRH2-043A动车组涂装客货型*32,4800,1,1,13,1,616
617,CRH2-043A动车组涂装客运型*32,CRH2-043A动车组涂装客运型*32,7200,1,1,13,1,617
618,CRH2-043A动车组涂装货运型*32,CRH2-043A动车组涂装货运型*32,7200,1,1,13,1,618
619,CRH2-043A动车组涂装客货型*32,CRH2-043A动车组涂装客货型*32,7200,1,1,13,1,619
620,CRH2-043A动车组涂装客运型*32,CRH2-043A动车组涂装客运型*32,9600,1,1,13,1,620
621,CRH2-043A动车组涂装货运型*32,CRH2-043A动车组涂装货运型*32,9600,1,1,13,1,621
622,CRH2-043A动车组涂装客货型*32,CRH2-043A动车组涂装客货型*32,9600,1,1,13,1,622
623,CRH2-043A动车组涂装客运型*32,CRH2-043A动车组涂装客运型*32,12000,1,1,13,1,623
624,CRH2-043A动车组涂装货运型*32,CRH2-043A动车组涂装货运型*32,12000,1,1,13,1,624
625,CRH2-043A动车组涂装客货型*32,CRH2-043A动车组涂装客货型*32,12000,1,1,13,1,625
626,2020端午节涂装客运型*32,2020端午节涂装客运型*32,24000,1,1,12,1,626
627,2020端午节涂装货运型*32,2020端午节涂装货运型*32,24000,1,1,12,1,627
628,2020端午节涂装客货型*32,2020端午节涂装客货型*32,24000,1,1,12,1,628
629,2020端午节涂装客运型*32,2020端午节涂装客运型*32,2400,1,1,13,1,629
630,2020端午节涂装货运型*32,2020端午节涂装货运型*32,2400,1,1,13,1,630
631,2020端午节涂装客货型*32,2020端午节涂装客货型*32,2400,1,1,13,1,631
632,2020端午节涂装客运型*32,2020端午节涂装客运型*32,4800,1,1,13,1,632
633,2020端午节涂装货运型*32,2020端午节涂装货运型*32,4800,1,1,13,1,633
634,2020端午节涂装客货型*32,2020端午节涂装客货型*32,4800,1,1,13,1,634
635,2020端午节涂装客运型*32,2020端午节涂装客运型*32,7200,1,1,13,1,635
636,2020端午节涂装货运型*32,2020端午节涂装货运型*32,7200,1,1,13,1,636
637,2020端午节涂装客货型*32,2020端午节涂装客货型*32,7200,1,1,13,1,637
638,2020端午节涂装客运型*32,2020端午节涂装客运型*32,9600,1,1,13,1,638
639,2020端午节涂装货运型*32,2020端午节涂装货运型*32,9600,1,1,13,1,639
640,2020端午节涂装客货型*32,2020端午节涂装客货型*32,9600,1,1,13,1,640
641,2020端午节涂装客运型*32,2020端午节涂装客运型*32,12000,1,1,13,1,641
642,2020端午节涂装货运型*32,2020端午节涂装货运型*32,12000,1,1,13,1,642
643,2020端午节涂装客货型*32,2020端午节涂装客货型*32,12000,1,1,13,1,643
644,E353系超级梓号客运型*32,E353系超级梓号客运型*32,24000,1,1,12,1,644
645,E353系超级梓号货运型*32,E353系超级梓号货运型*32,24000,1,1,12,1,645
646,E353系超级梓号客货型*32,E353系超级梓号客货型*32,24000,1,1,12,1,646
647,E353系超级梓号客运型*32,E353系超级梓号客运型*32,2400,1,1,13,1,647
648,E353系超级梓号货运型*32,E353系超级梓号货运型*32,2400,1,1,13,1,648
649,E353系超级梓号客货型*32,E353系超级梓号客货型*32,2400,1,1,13,1,649
650,E353系超级梓号客运型*32,E353系超级梓号客运型*32,4800,1,1,13,1,650
651,E353系超级梓号货运型*32,E353系超级梓号货运型*32,4800,1,1,13,1,651
652,E353系超级梓号客货型*32,E353系超级梓号客货型*32,4800,1,1,13,1,652
653,E353系超级梓号客运型*32,E353系超级梓号客运型*32,7200,1,1,13,1,653
654,E353系超级梓号货运型*32,E353系超级梓号货运型*32,7200,1,1,13,1,654
655,E353系超级梓号客货型*32,E353系超级梓号客货型*32,7200,1,1,13,1,655
656,E353系超级梓号客运型*32,E353系超级梓号客运型*32,9600,1,1,13,1,656
657,E353系超级梓号货运型*32,E353系超级梓号货运型*32,9600,1,1,13,1,657
658,E353系超级梓号客货型*32,E353系超级梓号客货型*32,9600,1,1,13,1,658
659,E353系超级梓号客运型*32,E353系超级梓号客运型*32,12000,1,1,13,1,659
660,E353系超级梓号货运型*32,E353系超级梓号货运型*32,12000,1,1,13,1,660
661,E353系超级梓号客货型*32,E353系超级梓号客货型*32,12000,1,1,13,1,661
662,车厢_2023兔年涂装客运型,车厢_2023兔年涂装客运型,180,0,0,11,1,662
663,底盘_2023兔年涂装客运型,底盘_2023兔年涂装客运型,180,0,0,11,1,663
664,车头_2023兔年涂装客运型,车头_2023兔年涂装客运型,180,0,0,11,1,664
665,图纸_2023兔年涂装客运型,图纸_2023兔年涂装客运型,180,0,0,11,1,665
666,车厢_2023兔年涂装货运型,车厢_2023兔年涂装货运型,180,0,0,11,1,666
667,底盘_2023兔年涂装货运型,底盘_2023兔年涂装货运型,180,0,0,11,1,667
668,车头_2023兔年涂装货运型,车头_2023兔年涂装货运型,180,0,0,11,1,668
669,图纸_2023兔年涂装货运型,图纸_2023兔年涂装货运型,180,0,0,11,1,669
670,车厢_2023兔年涂装客货型,车厢_2023兔年涂装客货型,180,0,0,11,1,670
671,底盘_2023兔年涂装客货型,底盘_2023兔年涂装客货型,180,0,0,11,1,671
672,车头_2023兔年涂装客货型,车头_2023兔年涂装客货型,180,0,0,11,1,672
673,图纸_2023兔年涂装客货型,图纸_2023兔年涂装客货型,180,0,0,11,1,673
674,中国磁悬浮实验型国庆涂装客运型,中国磁悬浮实验型国庆涂装客运型,700,1,64,1,1,674
675,中国磁悬浮实验型国庆涂装货运型,中国磁悬浮实验型国庆涂装货运型,700,1,64,1,1,675
676,中国磁悬浮实验型国庆涂装客货型,中国磁悬浮实验型国庆涂装客货型,700,1,64,1,1,676
677,2020中秋涂装高速列车客运型,2020中秋涂装高速列车客运型,500,1,64,1,1,677
678,2020中秋涂装高速列车货运型,2020中秋涂装高速列车货运型,500,1,64,1,1,678
679,2020中秋涂装高速列车客货型,2020中秋涂装高速列车客货型,500,1,64,1,1,679
680,雪月花号客运型,雪月花号客运型,500,1,64,1,1,680
681,雪月花号货运型,雪月花号货运型,500,1,64,1,1,681
682,雪月花号客货型,雪月花号客货型,500,1,64,1,1,682
683,阿苏男孩号客运型,阿苏男孩号客运型,500,1,64,1,1,683
684,阿苏男孩号货运型,阿苏男孩号货运型,500,1,64,1,1,684
685,阿苏男孩号客货型,阿苏男孩号客货型,500,1,64,1,1,685
686,2020圣诞节涂装客运型,2020圣诞节涂装客运型,500,1,64,1,1,686
687,2020圣诞节涂装货运型,2020圣诞节涂装货运型,500,1,64,1,1,687
688,2020圣诞节涂装客货型,2020圣诞节涂装客货型,500,1,64,1,1,688
689,2021牛年生肖客运型,2021牛年生肖客运型,700,1,64,1,1,689
690,2021牛年生肖货运型,2021牛年生肖货运型,700,1,64,1,1,690
691,2021牛年生肖客货型,2021牛年生肖客货型,700,1,64,1,1,691
692,陕煤号电力机车客运型,陕煤号电力机车客运型,500,1,64,1,1,692
693,陕煤号电力机车货运型,陕煤号电力机车货运型,500,1,64,1,1,693
694,陕煤号电力机车客货型,陕煤号电力机车客货型,500,1,64,1,1,694
695,五菱宏光MINIEV客运型,五菱宏光MINIEV客运型,500,1,64,1,1,695
696,五菱宏光MINIEV货运型,五菱宏光MINIEV货运型,500,1,64,1,1,696
697,五菱宏光MINIEV客货型,五菱宏光MINIEV客货型,500,1,64,1,1,697
698,2020圣诞节涂装客运型*32,2020圣诞节涂装客运型*32,24000,1,1,12,1,698
699,2020圣诞节涂装货运型*32,2020圣诞节涂装货运型*32,24000,1,1,12,1,699
700,2020圣诞节涂装客货型*32,2020圣诞节涂装客货型*32,24000,1,1,12,1,700
701,2020圣诞节涂装客运型*32,2020圣诞节涂装客运型*32,2400,1,1,13,1,701
702,2020圣诞节涂装货运型*32,2020圣诞节涂装货运型*32,2400,1,1,13,1,702
703,2020圣诞节涂装客货型*32,2020圣诞节涂装客货型*32,2400,1,1,13,1,703
704,2020圣诞节涂装客运型*32,2020圣诞节涂装客运型*32,4800,1,1,13,1,704
705,2020圣诞节涂装货运型*32,2020圣诞节涂装货运型*32,4800,1,1,13,1,705
706,2020圣诞节涂装客货型*32,2020圣诞节涂装客货型*32,4800,1,1,13,1,706
707,2020圣诞节涂装客运型*32,2020圣诞节涂装客运型*32,7200,1,1,13,1,707
708,2020圣诞节涂装货运型*32,2020圣诞节涂装货运型*32,7200,1,1,13,1,708
709,2020圣诞节涂装客货型*32,2020圣诞节涂装客货型*32,7200,1,1,13,1,709
710,2020圣诞节涂装客运型*32,2020圣诞节涂装客运型*32,9600,1,1,13,1,710
711,2020圣诞节涂装货运型*32,2020圣诞节涂装货运型*32,9600,1,1,13,1,711
712,2020圣诞节涂装客货型*32,2020圣诞节涂装客货型*32,9600,1,1,13,1,712
713,2020圣诞节涂装客运型*32,2020圣诞节涂装客运型*32,12000,1,1,13,1,713
714,2020圣诞节涂装货运型*32,2020圣诞节涂装货运型*32,12000,1,1,13,1,714
715,2020圣诞节涂装客货型*32,2020圣诞节涂装客货型*32,12000,1,1,13,1,715
716,阿苏男孩号客运型*32,阿苏男孩号客运型*32,24000,1,1,12,1,716
717,阿苏男孩号货运型*32,阿苏男孩号货运型*32,24000,1,1,12,1,717
718,阿苏男孩号客货型*32,阿苏男孩号客货型*32,24000,1,1,12,1,718
719,阿苏男孩号客运型*32,阿苏男孩号客运型*32,2400,1,1,13,1,719
720,阿苏男孩号货运型*32,阿苏男孩号货运型*32,2400,1,1,13,1,720
721,阿苏男孩号客货型*32,阿苏男孩号客货型*32,2400,1,1,13,1,721
722,阿苏男孩号客运型*32,阿苏男孩号客运型*32,4800,1,1,13,1,722
723,阿苏男孩号货运型*32,阿苏男孩号货运型*32,4800,1,1,13,1,723
724,阿苏男孩号客货型*32,阿苏男孩号客货型*32,4800,1,1,13,1,724
725,阿苏男孩号客运型*32,阿苏男孩号客运型*32,7200,1,1,13,1,725
726,阿苏男孩号货运型*32,阿苏男孩号货运型*32,7200,1,1,13,1,726
727,阿苏男孩号客货型*32,阿苏男孩号客货型*32,7200,1,1,13,1,727
728,阿苏男孩号客运型*32,阿苏男孩号客运型*32,9600,1,1,13,1,728
729,阿苏男孩号货运型*32,阿苏男孩号货运型*32,9600,1,1,13,1,729
730,阿苏男孩号客货型*32,阿苏男孩号客货型*32,9600,1,1,13,1,730
731,阿苏男孩号客运型*32,阿苏男孩号客运型*32,12000,1,1,13,1,731
732,阿苏男孩号货运型*32,阿苏男孩号货运型*32,12000,1,1,13,1,732
733,阿苏男孩号客货型*32,阿苏男孩号客货型*32,12000,1,1,13,1,733
734,雪月花号客运型*32,雪月花号客运型*32,24000,1,1,12,1,734
735,雪月花号货运型*32,雪月花号货运型*32,24000,1,1,12,1,735
736,雪月花号客货型*32,雪月花号客货型*32,24000,1,1,12,1,736
737,雪月花号客运型*32,雪月花号客运型*32,2400,1,1,13,1,737
738,雪月花号货运型*32,雪月花号货运型*32,2400,1,1,13,1,738
739,雪月花号客货型*32,雪月花号客货型*32,2400,1,1,13,1,739
740,雪月花号客运型*32,雪月花号客运型*32,4800,1,1,13,1,740
741,雪月花号货运型*32,雪月花号货运型*32,4800,1,1,13,1,741
742,雪月花号客货型*32,雪月花号客货型*32,4800,1,1,13,1,742
743,雪月花号客运型*32,雪月花号客运型*32,7200,1,1,13,1,743
744,雪月花号货运型*32,雪月花号货运型*32,7200,1,1,13,1,744
745,雪月花号客货型*32,雪月花号客货型*32,7200,1,1,13,1,745
746,雪月花号客运型*32,雪月花号客运型*32,9600,1,1,13,1,746
747,雪月花号货运型*32,雪月花号货运型*32,9600,1,1,13,1,747
748,雪月花号客货型*32,雪月花号客货型*32,9600,1,1,13,1,748
749,雪月花号客运型*32,雪月花号客运型*32,12000,1,1,13,1,749
750,雪月花号货运型*32,雪月花号货运型*32,12000,1,1,13,1,750
751,雪月花号客货型*32,雪月花号客货型*32,12000,1,1,13,1,751
752,2020中秋涂装高速列车客运型*32,2020中秋涂装高速列车客运型*32,33600,1,1,12,1,752
753,2020中秋涂装高速列车货运型*32,2020中秋涂装高速列车货运型*32,33600,1,1,12,1,753
754,2020中秋涂装高速列车客货型*32,2020中秋涂装高速列车客货型*32,33600,1,1,12,1,754
755,2020中秋涂装高速列车客运型*32,2020中秋涂装高速列车客运型*32,3360,1,1,13,1,755
756,2020中秋涂装高速列车货运型*32,2020中秋涂装高速列车货运型*32,3360,1,1,13,1,756
757,2020中秋涂装高速列车客货型*32,2020中秋涂装高速列车客货型*32,3360,1,1,13,1,757
758,2020中秋涂装高速列车客运型*32,2020中秋涂装高速列车客运型*32,6720,1,1,13,1,758
759,2020中秋涂装高速列车货运型*32,2020中秋涂装高速列车货运型*32,6720,1,1,13,1,759
760,2020中秋涂装高速列车客货型*32,2020中秋涂装高速列车客货型*32,6720,1,1,13,1,760
761,2020中秋涂装高速列车客运型*32,2020中秋涂装高速列车客运型*32,10080,1,1,13,1,761
762,2020中秋涂装高速列车货运型*32,2020中秋涂装高速列车货运型*32,10080,1,1,13,1,762
763,2020中秋涂装高速列车客货型*32,2020中秋涂装高速列车客货型*32,10080,1,1,13,1,763
764,2020中秋涂装高速列车客运型*32,2020中秋涂装高速列车客运型*32,13440,1,1,13,1,764
765,2020中秋涂装高速列车货运型*32,2020中秋涂装高速列车货运型*32,13440,1,1,13,1,765
766,2020中秋涂装高速列车客货型*32,2020中秋涂装高速列车客货型*32,13440,1,1,13,1,766
767,2020中秋涂装高速列车客运型*32,2020中秋涂装高速列车客运型*32,16800,1,1,13,1,767
768,2020中秋涂装高速列车货运型*32,2020中秋涂装高速列车货运型*32,16800,1,1,13,1,768
769,2020中秋涂装高速列车客货型*32,2020中秋涂装高速列车客货型*32,16800,1,1,13,1,769
