载具ID,名称,运输类型,分组字段原值,机头图片,车厢图片,客位编码原值,货位编码原值
571,KTX2客运型,客运型,573,t_571572573.png,x_571572573.png,17,0
572,KTX2货运型,货运型,573,t_571572573.png,x_571572573.png,0,17
573,KTX2客货型,客货混合型,573,t_571572573.png,x_571572573.png,9,8
574,CRH2-168A动车组客运型,客运型,576,t_574575576.png,x_574575576.png,19,0
575,CRH2-168A动车组货运型,货运型,576,t_574575576.png,x_574575576.png,0,19
576,CRH2-168A动车组客货型,客货混合型,576,t_574575576.png,x_574575576.png,10,9
577,端午龙舟火车客运型,客运型,579,t_577578579.png,x_577578579.png,17,0
578,端午龙舟火车货运型,货运型,579,t_577578579.png,x_577578579.png,0,17
579,端午龙舟火车客货型,客货混合型,579,t_577578579.png,x_577578579.png,9,8
580,世界杯涂装火车客运型,客运型,582,t_580581582.png,x_580581582.png,19,0
581,世界杯涂装火车货运型,货运型,582,t_580581582.png,x_580581582.png,0,19
582,世界杯涂装火车客货型,客货混合型,582,t_580581582.png,x_580581582.png,10,9
583,成田特快E259客运型,客运型,585,t_583584585.png,x_583584585.png,16,0
584,成田特快E259货运型,货运型,585,t_583584585.png,x_583584585.png,0,16
585,成田特快E259客货型,客货混合型,585,t_583584585.png,x_583584585.png,8,8
586,2018中秋涂装客运型,客运型,588,t_586587588.png,x_586587588.png,20,0
587,2018中秋涂装货运型,货运型,588,t_586587588.png,x_586587588.png,0,20
588,2018中秋涂装客货型,客货混合型,588,t_586587588.png,x_586587588.png,10,10
589,2018国庆涂装客运型,客运型,591,t_589590591.png,x_589590591.png,18,0
590,2018国庆涂装货运型,货运型,591,t_589590591.png,x_589590591.png,0,18
591,2018国庆涂装客货型,客货混合型,591,t_589590591.png,x_589590591.png,9,9
592,2018双十一涂装客运型,客运型,594,t_592593594.png,x_592593594.png,19,0
593,2018双十一涂装货运型,货运型,594,t_592593594.png,x_592593594.png,0,19
594,2018双十一涂装客货型,客货混合型,594,t_592593594.png,x_592593594.png,9,10
595,2018圣诞涂装客运型,客运型,597,t_595596597.png,x_595596597.png,19,0
596,2018圣诞涂装货运型,货运型,597,t_595596597.png,x_595596597.png,0,19
597,2018圣诞涂装客货型,客货混合型,597,t_595596597.png,x_595596597.png,10,9
598,CR200J型复兴号动车组客货型,客货混合型,598,t_598.png,x_598.png,9,9
599,2019春节涂装客运型,客运型,601,t_599600601.png,x_599600601.png,19,0
600,2019春节涂装货运型,货运型,601,t_599600601.png,x_599600601.png,0,19
601,2019春节涂装客货型,客货混合型,601,t_599600601.png,x_599600601.png,10,9
602,E655皇室专列客运型,客运型,604,t_602603604.png,x_602603604.png,20,0
603,E655皇室专列货运型,货运型,604,t_602603604.png,x_602603604.png,0,20
604,E655皇室专列客货型,客货混合型,604,t_602603604.png,x_602603604.png,10,10
605,CR200J型复兴号动车组货运型,货运型,598,t_598.png,x_598.png,0,18
606,CR200J型复兴号动车组客运型,客运型,598,t_598.png,x_598.png,18,0
607,THSR 700T客运型,客运型,609,t_607608609.png,x_607608609.png,20,0
608,THSR 700T货运型,货运型,609,t_607608609.png,x_607608609.png,0,20
609,THSR 700T客货型,客货混合型,609,t_607608609.png,x_607608609.png,10,10
610,SUNRISE客运型,客运型,612,t_610611612.png,x_610611612.png,19,0
611,SUNRISE货运型,货运型,612,t_610611612.png,x_610611612.png,0,19
612,SUNRISE客货型,客货混合型,612,t_610611612.png,x_610611612.png,10,9
613,雪国列车客运型,客运型,615,t_613614615.png,x_613614615.png,24,0
614,雪国列车货运型,货运型,615,t_613614615.png,x_613614615.png,0,24
615,雪国列车客货型,客货混合型,615,t_613614615.png,x_613614615.png,12,12
616,OUIGO客运型,客运型,618,t_616617618.png,x_616617618.png,19,0
617,OUIGO货运型,货运型,618,t_616617618.png,x_616617618.png,0,19
618,OUIGO客货型,客货混合型,618,t_616617618.png,x_616617618.png,10,9
619,2019五一涂装客运型,客运型,621,t_619620621.png,x_619620621.png,19,0
620,2019五一涂装货运型,货运型,621,t_619620621.png,x_619620621.png,0,19
621,2019五一涂装客货型,客货混合型,621,t_619620621.png,x_619620621.png,10,9
622,HXN5321型内燃机车客运型,客运型,624,t_622623624.png,x_622623624.png,19,0
623,HXN5321型内燃机车货运型,货运型,624,t_622623624.png,x_622623624.png,0,19
624,HXN5321型内燃机车客货型,客货混合型,624,t_622623624.png,x_622623624.png,10,9
625,瑞丰号客运型,客运型,627,t_625626627.png,x_625626627.png,19,0
626,瑞丰号货运型,货运型,627,t_625626627.png,x_625626627.png,0,19
627,瑞丰号客货型,客货混合型,627,t_625626627.png,x_625626627.png,10,9
628,水晶景观客运型,客运型,630,t_628629630.png,x_628629630.png,20,0
629,水晶景观货运型,货运型,630,t_628629630.png,x_628629630.png,0,20
630,水晶景观客货型,客货混合型,630,t_628629630.png,x_628629630.png,10,10
631,2019八一涂装客运型,客运型,633,t_631632633.png,x_631632633.png,20,0
632,2019八一涂装货运型,货运型,633,t_631632633.png,x_631632633.png,0,20
633,2019八一涂装客货型,客货混合型,633,t_631632633.png,x_631632633.png,10,10
634,TGV Lyria  客运型,客运型,634,t_634635636.png,x_634635636.png,20,0
635,TGV Lyria 货运型,货运型,634,t_634635636.png,x_634635636.png,0,20
636,TGV Lyria  客货型,客货混合型,634,t_634635636.png,x_634635636.png,10,10
637,2019中秋涂装客运型,客运型,639,t_637638639.png,x_637638639.png,20,0
638,2019中秋涂装货运型,货运型,639,t_637638639.png,x_637638639.png,0,20
639,2019中秋涂装客货型,客货混合型,639,t_637638639.png,x_637638639.png,10,10
640,2019国庆涂装客运型,客运型,642,t_640641642.png,x_640641642.png,21,0
641,2019国庆涂装货运型,货运型,642,t_640641642.png,x_640641642.png,0,21
642,2019国庆涂装客货型,客货混合型,642,t_640641642.png,x_640641642.png,11,10
643,2019万圣节涂装客运型,客运型,645,t_643644645.png,x_643644645.png,20,0
644,2019万圣节涂装货运型,货运型,645,t_643644645.png,x_643644645.png,0,20
645,2019万圣节涂装客货型,客货混合型,645,t_643644645.png,x_643644645.png,10,10
646,2020元旦涂装客运型,客运型,648,t_646647648.png,x_646647648.png,19,0
647,2020元旦涂装货运型,货运型,648,t_646647648.png,x_646647648.png,0,19
648,2020元旦涂装客货型,客货混合型,648,t_646647648.png,x_646647648.png,10,9
649,四季岛号客运型,客运型,651,t_649650651.png,x_649650651.png,21,0
650,四季岛号货运型,货运型,651,t_649650651.png,x_649650651.png,0,21
651,四季岛号客货型,客货混合型,651,t_649650651.png,x_649650651.png,11,10
652,2020鼠年涂装客运型,客运型,654,t_652653654.png,x_652653654.png,20,0
653,2020鼠年涂装货运型,货运型,654,t_652653654.png,x_652653654.png,0,20
654,2020鼠年涂装客货型,客货混合型,654,t_652653654.png,x_652653654.png,10,10
655,熊猫空铁客运型,客运型,657,t_655656657.png,x_655656657.png,20,0
656,熊猫空铁货运型,货运型,657,t_655656657.png,x_655656657.png,0,20
657,熊猫空铁客货型,客货混合型,657,t_655656657.png,x_655656657.png,10,10
658,JR九州某列车客运型,客运型,660,t_658659660.png,x_658659660.png,20,0
659,JR九州某列车货运型,货运型,660,t_658659660.png,x_658659660.png,0,20
660,JR九州某列车客货型,客货混合型,660,t_658659660.png,x_658659660.png,10,10
661,2020五一涂装客运型,客运型,663,t_661662663.png,x_661662663.png,20,0
662,2020五一涂装货运型,货运型,663,t_661662663.png,x_661662663.png,0,20
663,2020五一涂装客货型,客货混合型,663,t_661662663.png,x_661662663.png,10,10
664,CR300BF蓝色涂装客运型,客运型,666,t_664665666.png,x_664665666.png,21,0
665,CR300BF蓝色涂装货运型,货运型,666,t_664665666.png,x_664665666.png,0,21
666,CR300BF蓝色涂装客货型,客货混合型,666,t_664665666.png,x_664665666.png,11,10
667,CRH2-043A动车组涂装客运型,客运型,669,t_667668669.png,x_667668669.png,20,0
668,CRH2-043A动车组涂装货运型,货运型,669,t_667668669.png,x_667668669.png,0,20
669,CRH2-043A动车组涂装客货型,客货混合型,669,t_667668669.png,x_667668669.png,10,10
670,2020端午节涂装客运型,客运型,672,t_670671672.png,x_670671673.png,20,0
671,2020端午节涂装货运型,货运型,672,t_670671672.png,x_670671673.png,0,20
672,2020端午节涂装客货型,客货混合型,672,t_670671672.png,x_670671673.png,10,10
673,E353系超级梓号客运型,客运型,675,t_673674675.png,x_673674675.png,20,0
674,E353系超级梓号货运型,货运型,675,t_673674675.png,x_673674675.png,0,20
675,E353系超级梓号客货型,客货混合型,675,t_673674675.png,x_673674675.png,10,10
676,九州七星号客运型,客运型,678,t_676677678.png,x_676677678.png,20,0
677,九州七星号货运型,货运型,678,t_676677678.png,x_676677678.png,0,20
678,九州七星号客货型,客货混合型,678,t_676677678.png,x_676677678.png,10,10
679,中国磁悬浮实验型国庆涂装客运型,客运型,681,t_679680681.png,x_679680681.png,22,0
680,中国磁悬浮实验型国庆涂装货运型,货运型,681,t_679680681.png,x_679680681.png,0,22
681,中国磁悬浮实验型国庆涂装客货型,客货混合型,681,t_679680681.png,x_679680681.png,11,11
682,2020中秋涂装高速列车客运型,客运型,684,t_682683684.png,x_682683684.png,21,0
683,2020中秋涂装高速列车货运型,货运型,684,t_682683684.png,x_682683684.png,0,21
684,2020中秋涂装高速列车客货型,客货混合型,684,t_682683684.png,x_682683684.png,11,10
685,雪月花号客运型,客运型,687,t_685686687.png,x_685686687.png,20,0
686,雪月花号货运型,货运型,687,t_685686687.png,x_685686687.png,0,20
687,雪月花号客货型,客货混合型,687,t_685686687.png,x_685686687.png,10,10
688,阿苏男孩号客运型,客运型,690,t_688689690.png,x_688689690.png,20,0
689,阿苏男孩号货运型,货运型,690,t_688689690.png,x_688689690.png,0,20
690,阿苏男孩号客货型,客货混合型,690,t_688689690.png,x_688689690.png,10,10
691,2020圣诞涂装客运型,客运型,693,t_691692693.png,x_691692693.png,20,0
692,2020圣诞涂装货运型,货运型,693,t_691692693.png,x_691692693.png,0,20
693,2020圣诞涂装客货型,客货混合型,693,t_691692693.png,x_691692693.png,10,10
694,2021牛年生肖客运型,客运型,696,t_694695696.png,x_694695696.png,22,0
695,2021牛年生肖货运型,货运型,696,t_694695696.png,x_694695696.png,0,22
696,2021牛年生肖客货型,客货混合型,696,t_694695696.png,x_694695696.png,11,11
697,陕煤号电力机车客运型,客运型,699,t_697698699.png,x_697698699.png,21,0
698,陕煤号电力机车货运型,货运型,699,t_697698699.png,x_697698699.png,0,21
699,陕煤号电力机车客货型,客货混合型,699,t_697698699.png,x_697698699.png,11,10
700,五菱宏光MINIEV客运型,客运型,702,t_700701702.png,x_700701702.png,1901,0
701,五菱宏光MINIEV货运型,货运型,702,t_700701702.png,x_700701702.png,0,1901
702,五菱宏光MINIEV客货型,客货混合型,702,t_700701702.png,x_700701702.png,901,901
703,洲际高速列车客运型,客运型,705,t_703704705.png,x_703704705.png,20,0
704,洲际高速列车货运型,货运型,705,t_703704705.png,x_703704705.png,0,20
705,洲际高速列车客货型,客货混合型,705,t_703704705.png,x_703704705.png,10,10
706,中国磁悬浮实验型客运型,客运型,708,t_706707708.png,x_706707708.png,22,0
707,中国磁悬浮实验型货运型,货运型,708,t_706707708.png,x_706707708.png,0,22
708,中国磁悬浮实验型客货型,客货混合型,708,t_706707708.png,x_706707708.png,11,11
709,跨国互联互通高速列车客运型,客运型,711,t_709710711.png,x_709710711.png,20,0
710,跨国互联互通高速列车货运型,货运型,711,t_709710711.png,x_709710711.png,0,20
711,跨国互联互通高速列车客货型,客货混合型,711,t_709710711.png,x_709710711.png,10,10
712,红巨人铁路起重机客运型,客运型,714,t_712713714.png,x_712713714.png,1604,0
713,红巨人铁路起重机货运型,货运型,714,t_712713714.png,x_712713714.png,0,1604
714,红巨人铁路起重机客货型,客货混合型,714,t_712713714.png,x_712713714.png,802,802
715,HXN5320内燃机车客运型,客运型,717,t_715716717.png,x_715716717.png,20,0
716,HXN5320内燃机车货运型,货运型,717,t_715716717.png,x_715716717.png,0,20
717,HXN5320内燃机车客货型,客货混合型,717,t_715716717.png,x_715716717.png,10,10
718,特急Revaty500客运型,客运型,720,t_718719720.png,x_718719720.png,20,0
719,特急Revaty500货运型,货运型,720,t_718719720.png,x_718719720.png,0,20
720,特急Revaty500客货型,客货混合型,720,t_718719720.png,x_718719720.png,10,10
721,仙后座高速列车客运型,客运型,723,t_721722723.png,x_721722723.png,20,0
722,仙后座高速列车货运型,货运型,723,t_721722723.png,x_721722723.png,0,20
723,仙后座高速列车客货型,客货混合型,723,t_721722723.png,x_721722723.png,10,10
724,2021中秋涂装客运型,客运型,726,t_724725726.png,x_724725726.png,21,0
725,2021中秋涂装货运型,货运型,726,t_724725726.png,x_724725726.png,0,21
726,2021中秋涂装客货型,客货混合型,726,t_724725726.png,x_724725726.png,11,10
727,2021国庆涂装客运型,客运型,729,t_727728729.png,x_727728729.png,23,0
728,2021国庆涂装货运型,货运型,729,t_727728729.png,x_727728729.png,0,23
729,2021国庆涂装客货型,客货混合型,729,t_727728729.png,x_727728729.png,12,11
730,HXN5C内燃机车客运型,客运型,732,t_730731732.png,x_730731732.png,21,0
731,HXN5C内燃机车货运型,货运型,732,t_730731732.png,x_730731732.png,0,21
732,HXN5C内燃机车客货型,客货混合型,732,t_730731732.png,x_730731732.png,11,10
733,天狼星号客运型,客运型,735,t_733734735.png,x_733734735.png,21,0
734,天狼星号货运型,货运型,735,t_733734735.png,x_733734735.png,0,21
735,天狼星号客货型,客货混合型,735,t_733734735.png,x_733734735.png,11,10
736,2021圣诞节号客运型,客运型,738,t_736737738.png,x_736737738.png,21,0
737,2021圣诞节号货运型,货运型,738,t_736737738.png,x_736737738.png,0,21
738,2021圣诞节号客货型,客货混合型,738,t_736737738.png,x_736737738.png,11,10
739,神崋号电力机车客运型,客运型,741,t_739740741.png,x_739740741.png,21,0
740,神崋号电力机车货运型,货运型,741,t_739740741.png,x_739740741.png,0,21
741,神崋号电力机车客货型,客货混合型,741,t_739740741.png,x_739740741.png,11,10
742,2022虎年涂装客运型,客运型,744,t_742743744.png,x_742743744.png,23,0
743,2022虎年涂装货运型,货运型,744,t_742743744.png,x_742743744.png,0,23
744,2022虎年涂装客货型,客货混合型,744,t_742743744.png,x_742743744.png,12,11
745,小玉号电力机车客运型,客运型,747,t_745746747.png,x_745746747.png,21,0
746,小玉号电力机车货运型,货运型,747,t_745746747.png,x_745746747.png,0,21
747,小玉号电力机车客货型,客货混合型,747,t_745746747.png,x_745746747.png,11,10
748,TGV PSE 客运型,客运型,750,t_748749750.png,x_748749750.png,23,0
749,TGV PSE 货运型,货运型,750,t_748749750.png,x_748749750.png,0,23
750,TGV PSE 客货型,客货混合型,750,t_748749750.png,x_748749750.png,12,11
751,费城不锈钢双层列车客运型,客运型,753,t_751752753.png,x_751752753.png,21,0
752,费城不锈钢双层列车货运型,货运型,753,t_751752753.png,x_751752753.png,0,21
753,费城不锈钢双层列车客货型,客货混合型,753,t_751752753.png,x_751752753.png,11,10
754,埃维利亚自由号客运型,客运型,756,t_754755756.png,x_754755756.png,21,0
755,埃维利亚自由号货运型,货运型,756,t_754755756.png,x_754755756.png,0,21
756,埃维利亚自由号客货型,客货混合型,756,t_754755756.png,x_754755756.png,11,10
757,蒙特利尔双层客运型,客运型,759,t_757758759.png,x_757758759.png,21,0
758,蒙特利尔双层货运型,货运型,759,t_757758759.png,x_757758759.png,0,21
759,蒙特利尔双层客货型,客货混合型,759,t_757758759.png,x_757758759.png,11,10
760,光明线号客运型,客运型,762,t_760761762.png,x_760761762.png,21,0
761,光明线号货运型,货运型,762,t_760761762.png,x_760761762.png,0,21
762,光明线号客货型,客货混合型,762,t_760761762.png,x_760761762.png,11,10
763,INDIAN-PACIFIC号客运型,客运型,765,t_763764765.png,x_763764765.png,21,0
764,INDIAN-PACIFIC号货运型,货运型,765,t_763764765.png,x_763764765.png,0,21
765,INDIAN-PACIFIC号客货型,客货混合型,765,t_763764765.png,x_763764765.png,11,10
766,2022国庆涂装客运型,客运型,768,t_766767768.png,x_766767768.png,23,0
767,2022国庆涂装货运型,货运型,768,t_766767768.png,x_766767768.png,0,23
768,2022国庆涂装客货型,客货混合型,768,t_766767768.png,x_766767768.png,12,11
769,兴国号客运型,客运型,771,t_769770771.png,x_769770771.png,22,0
770,兴国号货运型,货运型,771,t_769770771.png,x_769770771.png,0,22
771,兴国号客货型,客货混合型,771,t_769770771.png,x_769770771.png,11,11
772,冰川列车客运型,客运型,774,t_772773774.png,x_772773774.png,21,0
773,冰川列车货运型,货运型,774,t_772773774.png,x_772773774.png,0,21
774,冰川列车客货型,客货混合型,774,t_772773774.png,x_772773774.png,11,10
775,机电混动力调车客运型,客运型,777,t_775776777.png,x_775776777.png,21,0
776,机电混动力调车货运型,货运型,777,t_775776777.png,x_775776777.png,0,21
777,机电混动力调车客货型,客货混合型,777,t_775776777.png,x_775776777.png,11,10
778,2022圣诞节涂装客运型,客运型,780,t_778779780.png,x_778779780.png,21,0
779,2022圣诞节涂装货运型,货运型,780,t_778779780.png,x_778779780.png,0,21
780,2022圣诞节涂装客货型,客货混合型,780,t_778779780.png,x_778779780.png,11,10
781,中国龙中速磁悬浮客运型,客运型,783,t_781782783.png,x_781782783.png,22,0
782,中国龙中速磁悬浮货运型,货运型,783,t_781782783.png,x_781782783.png,0,22
783,中国龙中速磁悬浮客货型,客货混合型,783,t_781782783.png,x_781782783.png,11,11
784,2023兔年涂装客运型,客运型,786,t_784785786.png,x_784785786.png,23,0
785,2023兔年涂装货运型,货运型,786,t_784785786.png,x_784785786.png,0,23
786,2023兔年涂装客货型,客货混合型,786,t_784785786.png,x_784785786.png,12,11
787,中速磁悬浮客运型,客运型,789,t_787788789.png,x_787788789.png,21,0
788,中速磁悬浮货运型,货运型,789,t_787788789.png,x_787788789.png,0,21
789,中速磁悬浮客货型,客货混合型,789,t_787788789.png,x_787788789.png,11,10
790,秦旅山海号客运型,客运型,792,t_790791792.png,x_790791792.png,21,0
791,秦旅山海号货运型,货运型,792,t_790791792.png,x_790791792.png,0,21
792,秦旅山海号客货型,客货混合型,792,t_790791792.png,x_790791792.png,11,10
793,四川山地轨道交通客运型,客运型,795,t_793794795.png,x_793794795.png,21,0
794,四川山地轨道交通货运型,货运型,795,t_793794795.png,x_793794795.png,0,21
795,四川山地轨道交通客货型,客货混合型,795,t_793794795.png,x_793794795.png,11,10
796,2023五一涂装客运型,客运型,798,t_796797798.png,x_796797798.png,23,0
797,2023五一涂装货运型,货运型,798,t_796797798.png,x_796797798.png,0,23
798,2023五一涂装客货型,客货混合型,798,t_796797798.png,x_796797798.png,12,11
799,小田急70000客运型,客运型,801,t_799800801.png,x_799800801.png,21,0
800,小田急70000货运型,货运型,801,t_799800801.png,x_799800801.png,0,21
801,小田急70000客货型,客货混合型,801,t_799800801.png,x_799800801.png,11,10
802,纳帕酒乡火车客运型,客运型,804,t_802803804.png,x_802803804.png,21,0
803,纳帕酒乡火车货运型,货运型,804,t_802803804.png,x_802803804.png,0,21
804,纳帕酒乡火车客货型,客货混合型,804,t_802803804.png,x_802803804.png,11,10
805,清远磁悬浮列车客运型,客运型,807,t_805806807.png,x_805806807.png,21,0
806,清远磁悬浮列车货运型,货运型,807,t_805806807.png,x_805806807.png,0,21
807,清远磁悬浮列车客货型,客货混合型,807,t_805806807.png,x_805806807.png,11,10
808,瑞雪迎春复兴号客运型,客运型,810,t_808809810.png,x_808809810.png,21,0
809,瑞雪迎春复兴号货运型,货运型,810,t_808809810.png,x_808809810.png,0,21
810,瑞雪迎春复兴号客货型,客货混合型,810,t_808809810.png,x_808809810.png,11,10
811,36+3特快列车客运型,客运型,813,t_811812813.png,x_811812813.png,24,0
812,36+3特快列车货运型,货运型,813,t_811812813.png,x_811812813.png,0,24
813,36+3特快列车客货型,客货混合型,813,t_811812813.png,x_811812813.png,12,12
814,极光夜高速列车客运型,客运型,816,t_814815816.png,x_814815816.png,22,0
815,极光夜高速列车货运型,货运型,816,t_814815816.png,x_814815816.png,0,22
816,极光夜高速列车客货型,客货混合型,816,t_814815816.png,x_814815816.png,11,11
817,英国皇家号列车客运型,客运型,819,t_817818819.png,x_817818819.png,21,0
818,英国皇家号列车货运型,货运型,819,t_817818819.png,x_817818819.png,0,21
819,英国皇家号列车客货型,客货混合型,819,t_817818819.png,x_817818819.png,11,10
820,新型2ES7电力机车客运型,客运型,822,t_820821822.png,x_820821822.png,21,0
821,新型2ES7电力机车货运型,货运型,822,t_820821822.png,x_820821822.png,0,21
822,新型2ES7电力机车客货型,客货混合型,822,t_820821822.png,x_820821822.png,11,10
823,西门子Desiro HC双层列车客运型,客运型,825,t_823824825.png,x_823824825.png,21,0
824,西门子Desiro HC双层列车货运型,货运型,825,t_823824825.png,x_823824825.png,0,21
825,西门子Desiro HC双层列车客货型,客货混合型,825,t_823824825.png,x_823824825.png,11,10
826,2024龙年涂装客运型,客运型,828,t_826827828.png,x_826827828.png,24,0
827,2024龙年涂装货运型,货运型,828,t_826827828.png,x_826827828.png,0,24
828,2024龙年涂装客货型,客货混合型,828,t_826827828.png,x_826827828.png,12,12
829,悉尼双层列车客运型,客运型,831,t_829830831.png,x_829830831.png,22,0
830,悉尼双层列车货运型,货运型,831,t_829830831.png,x_829830831.png,0,22
831,悉尼双层列车客货型,客货混合型,831,t_829830831.png,x_829830831.png,11,11
832,DF4008内燃机车货运型,货运型,832,t_832.png,x_832.png,0,21
833,DF4404内燃机车货运型,货运型,833,t_833.png,x_833.png,0,21
834,DF8448内燃机车货运型,货运型,834,t_834.png,x_834.png,0,21
835,必和必拓铁矿火车客运型,客运型,837,t_835836837.png,x_835836837.png,21,0
836,必和必拓铁矿火车货运型,货运型,837,t_835836837.png,x_835836837.png,0,21
837,必和必拓铁矿火车客货型,客货混合型,837,t_835836837.png,x_835836837.png,11,10
838,波兰 Impuls2列车客运型,客运型,840,t_838839840.png,x_838839840.png,24,0
839,波兰 Impuls2列车货运型,货运型,840,t_838839840.png,x_838839840.png,0,24
840,波兰 Impuls2列车客货型,客货混合型,840,t_838839840.png,x_838839840.png,12,12
841,伯尔尼纳快车客运型,客运型,843,t_841842843.png,x_841842843.png,22,0
842,伯尔尼纳快车货运型,货运型,843,t_841842843.png,x_841842843.png,0,22
843,伯尔尼纳快车客货型,客货混合型,843,t_841842843.png,x_841842843.png,11,11
844,富士山观景特快列车客运型,客运型,846,t_844845846.png,x_844845846.png,21,0
845,富士山观景特快列车货运型,货运型,846,t_844845846.png,x_844845846.png,0,21
846,富士山观景特快列车客货型,客货混合型,846,t_844845846.png,x_844845846.png,11,10
847,澜沧号动车客运型,客运型,849,t_847848849.png,x_847848849.png,21,0
848,澜沧号动车货运型,货运型,849,t_847848849.png,x_847848849.png,0,21
849,澜沧号动车客货型,客货混合型,849,t_847848849.png,x_847848849.png,11,10
850,钢轨打磨车客运型,客运型,852,t_850851852.png,x_850851852.png,21,0
851,钢轨打磨车货运型,货运型,852,t_850851852.png,x_850851852.png,0,21
852,钢轨打磨车客货型,客货混合型,852,t_850851852.png,x_850851852.png,11,10
853,莫斯科2020列车客运型,客运型,855,t_853854855.png,x_853854855.png,21,0
854,莫斯科2020列车货运型,货运型,855,t_853854855.png,x_853854855.png,0,21
855,莫斯科2020列车客货型,客货混合型,855,t_853854855.png,x_853854855.png,11,10
856,EMD AEM-7型电力机车客运型,客运型,858,t_856857858.png,x_856857858.png,22,0
857,EMD AEM-7型电力机车货运型,货运型,858,t_856857858.png,x_856857858.png,0,22
858,EMD AEM-7型电力机车客货型,客货混合型,858,t_856857858.png,x_856857858.png,11,11
859,400系新型电车客运型,客运型,861,t_859860861.png,x_859860861.png,24,0
860,400系新型电车货运型,货运型,861,t_859860861.png,x_859860861.png,0,24
861,400系新型电车客货型,客货混合型,861,t_859860861.png,x_859860861.png,12,12
862,Travca机车客运型,客运型,864,t_862863864.png,x_862863864.png,21,0
863,Travca机车货运型,货运型,864,t_862863864.png,x_862863864.png,0,21
864,Travca机车客货型,客货混合型,864,t_862863864.png,x_862863864.png,11,10
865,玲龙号磁浮列车客运型,客运型,867,t_865866867.png,x_865866867.png,21,0
866,玲龙号磁浮列车货运型,货运型,867,t_865866867.png,x_865866867.png,0,21
867,玲龙号磁浮列车客货型,客货混合型,867,t_865866867.png,x_865866867.png,11,10
868,瑞士联邦铁路 BR193客运型,客运型,870,t_868869870.png,x_868869870.png,21,0
869,瑞士联邦铁路 BR193货运型,货运型,870,t_868869870.png,x_868869870.png,0,21
870,瑞士联邦铁路 BR193客货型,客货混合型,870,t_868869870.png,x_868869870.png,11,10
871,AeroLiner3000客运型,客运型,873,t_871872873.png,x_871872873.png,23,0
872,AeroLiner3000货运型,货运型,873,t_871872873.png,x_871872873.png,0,23
873,AeroLiner3000客货型,客货混合型,873,t_871872873.png,x_871872873.png,12,11
874,2025蛇年涂装客运型,客运型,876,t_874875876.png,x_874875876.png,25,0
875,2025蛇年涂装货运型,货运型,876,t_874875876.png,x_874875876.png,0,25
876,2025蛇年涂装客货型,客货混合型,876,t_874875876.png,x_874875876.png,13,12
877,俄罗斯ESh2客运型,客运型,879,t_877878879.png,x_877878879.png,22,0
878,俄罗斯ESh2货运型,货运型,879,t_877878879.png,x_877878879.png,0,22
879,俄罗斯ESh2客货型,客货混合型,879,t_877878879.png,x_877878879.png,11,11
880,飞龙复兴号客运型,客运型,882,t_880881882.png,x_880881882.png,22,0
881,飞龙复兴号货运型,货运型,882,t_880881882.png,x_880881882.png,0,22
882,飞龙复兴号客货型,客货混合型,882,t_880881882.png,x_880881882.png,11,11
883,金色山口列车客运型,客运型,885,t_883884885.png,x_883884885.png,23,0
884,金色山口列车货运型,货运型,885,t_883884885.png,x_883884885.png,0,23
885,金色山口列车客货型,客货混合型,885,t_883884885.png,x_883884885.png,12,11
886,KCIC400AF动车组客运型,客运型,888,t_886887888.png,x_886887888.png,25,0
887,KCIC400AF动车组货运型,货运型,888,t_886887888.png,x_886887888.png,0,25
888,KCIC400AF动车组客货型,客货混合型,888,t_886887888.png,x_886887888.png,13,12
889,欧洲之星城际列车客运型,客运型,891,t_889890891.png,x_889890891.png,22,0
890,欧洲之星城际列车货运型,货运型,891,t_889890891.png,x_889890891.png,0,22
891,欧洲之星城际列车客货型,客货混合型,891,t_889890891.png,x_889890891.png,11,11
892,孔雀石3ES8型电力机车客运型,客运型,894,t_892893894.png,x_892893894.png,22,0
893,孔雀石3ES8型电力机车货运型,货运型,894,t_892893894.png,x_892893894.png,0,22
894,孔雀石3ES8型电力机车客货型,客货混合型,894,t_892893894.png,x_892893894.png,11,11
895,全自动智慧市域列车客运型,客运型,897,t_895896897.png,x_895896897.png,22,0
896,全自动智慧市域列车货运型,货运型,897,t_895896897.png,x_895896897.png,0,22
897,全自动智慧市域列车客货型,客货混合型,897,t_895896897.png,x_895896897.png,11,11
898,CoradiaStream列车客运型,客运型,900,t_898899900.png,x_898899900.png,22,0
899,CoradiaStream列车货运型,货运型,900,t_898899900.png,x_898899900.png,0,22
900,CoradiaStream列车客货型,客货混合型,900,t_898899900.png,x_898899900.png,11,11
901,海空蓝复兴号客运型,客运型,903,t_901902903.png,x_901902903.png,25,0
902,海空蓝复兴号货运型,货运型,903,t_901902903.png,x_901902903.png,0,25
903,海空蓝复兴号客货型,客货混合型,903,t_901902903.png,x_901902903.png,13,12
904,神24电力机车客运型,客运型,906,t_904905906.png,x_904905906.png,23,0
905,神24电力机车货运型,货运型,906,t_904905906.png,x_904905906.png,0,23
906,神24电力机车客运型,客货混合型,906,t_904905906.png,x_904905906.png,12,11
907,台铁emu3000城际列车客运型,客运型,909,t_907908909.png,x_907908909.png,22,0
908,台铁emu3000城际列车货运型,货运型,909,t_907908909.png,x_907908909.png,0,22
909,台铁emu3000城际列车客运型,客货混合型,909,t_907908909.png,x_907908909.png,11,11
